"employee_id","department","job_level","employment_type","city","hire_date","last_review_date","salary","bonus_pct","performance_score","overtime_hours","training_hours","satisfaction_score","manager","attrition","employment_status"
"EMP00945","Marketing","L1","Full-time","Bukhara","27/03/2016","2017-12-22",,"0.17","4.01","10","63","2.25","Aziz Khan","No","On Leave"
"EMP00946","Operations","L4","Full-time","Samarkand","18/12/2017","2019-04-17","66,762.60","0.04","4.62","33","1","4.58","Rustam Mamatov","Yes","active"
"EMP00947","sales ","Manager","Part-time","Andijan","16/08/2021","2024-10-05","79,131.70","0.15","3.99","12","48","3.31","Farida Karim","yes","active"
"EMP00948","sales ","L2","Intern","Fergana","25/05/2024","2025-02-14","96,158.73","0.04","4.39","24","64","1.94","Rustam Mamatov","Yes","Active"
"EMP00949","sales ","L4","Intern","Andijan","09/10/2017","2019-06-10","121,469.56","0.2","3.41","4","24","3.21","Farida Karim","no","Resigned"
"EMP00950","Finance","Manager","Intern","Bukhara","24/10/2021","2024-03-05","56,219.67","0.14","4.34","29","70","3.97","Farida Karim","NO","Resigned"
"EMP00951","Finance","L1","Full-time","Fergana","28/11/2017","2018-07-15","101,158.14","0.08","3.08","23","0","1.39","Aziz Khan","Yes","Resigned"
"EMP00952","Marketing","Senior Analyst","Full-time","Tashkent","27/10/2018","2019-07-18","$115,666.82","0.07","2.97","9","69","3.83","Rustam Mamatov","no","Resigned"
"EMP00953","Finance","Senior Analyst","Part-time","Andijan","02/12/2016","2018-03-03","71,818.14","0.03","3.22","35","65","2.18","Rustam Mamatov","Yes","Resigned"
"EMP00954","Marketing","L2","Intern","Tashkent","23/10/2023","2024-12-29","103,504.11","0.16","4.17","38","16","3.87",,"No","Active"
"EMP00955","IT","L3","Contract","Fergana","28/05/2020","2023-03-16","129,241.81","0.12","2.58","33","28","4.8","Sara Lee","Yes","Active"
"EMP00956","Finance","L3","Contract","Tashkent","11/10/2023","2024-08-20","66,459.99","0.04","2.65","44","6","2.96","Farida Karim","NO","On Leave"
"EMP00957","sales ","L2","Intern","Bukhara","16/01/2021","2023-06-06","$ 127,765.49","0.05","3.82","3","8","3.63","Timur Akramov","Yes","Resigned"
"EMP00958","IT","L1","Full-time","Bukhara","09/10/2023","2026-04-03","115,782.65","0.15","4.85","28","31","3.54","Farida Karim","NO","active"
"EMP00959","Finance","L2","Contract","Tashkent","30/04/2018","2019-02-08","141,772.65","0.03","4.28","4","30","4.46","Nodira Usmanova","no","active"
"EMP00960","HR","L1","Part-time","Fergana","22/10/2024","2027-02-26","43,367.50","0","3.96","28","11","4.65","Rustam Mamatov","no","Resigned"
"EMP00961"," hr ","Manager","Intern","Fergana","13/04/2019","2022-02-23","105,215.06","0.19","4.64","14","56","3.34","Rustam Mamatov","no","On Leave"
"EMP00962","Operations","Manager","Contract","Nukus","01/12/2017","2020-05-06","68,171.87","0.08","3.49","44","38","1.4","Sara Lee","yes","Active"
"EMP00963","Marketing","Manager","Contract","Samarkand","28/01/2023","2024-04-19","97,248.89","0.09","3.84","12","17","3.95","Sara Lee","yes","active"
"EMP00964","Sales","L3","Part-time","Nukus","23/03/2023","2025-12-21","85,724.13","0.04","4.66","9","68","2.89","Aziz Khan","No","active"
"EMP00965","Marketing","L4","Part-time","Tashkent","12/05/2024","2026-02-04","34,861.41","0.02","4.33","5","78","2.03","Nodira Usmanova","no","active"
"EMP00966","Sales","L2","Contract","Nukus","23/02/2025","2026-05-16","$83,099.64","0.05","3.35","27","14","1.31","Nodira Usmanova","NO","Resigned"
"EMP00967","HR","L3","Intern","Fergana","15/06/2016","2017-03-20","44,819.73","0.08","3.13","45","61","3.75","Nodira Usmanova","yes","active"
"EMP00968","Human Resources","L2","Contract","Tashkent","02/10/2017","2020-08-30","121,694.93","0.01","2.3","30","21","1.72","Farida Karim","No","active"
"EMP00969","Marketing","L1","Intern","Tashkent","21/05/2019","2020-10-25","86,569.75","0.09","2.15","31","24","4.4","Aziz Khan","Yes","active"
"EMP00970","Sales","L3","Part-time","Samarkand","03/03/2025","2028-04-05","71,874.33","0.05","3.28","14","2","1.1","Aziz Khan","no","Active"
"EMP00971","Sales","L4","Part-time","Samarkand","14/07/2021","2022-03-27","49,649.49","0.17","4.52","26","5","2.67","Nodira Usmanova","NO","Resigned"
"EMP00972","IT","Manager","Part-time","Fergana","22/10/2022","2025-12-10",,"0.12","4.47","2","4","1.35",,"no","Active"
"EMP00973","Customer Success","L1","Full-time","Fergana","08/12/2023","2024-08-27","131,535.29","0.01","3.33","0","63","1.41","Farida Karim","no","active"
"EMP00974","Finance","L4","Full-time","Tashkent","25/04/2024","2026-06-16","88,090.13","0.08","4.74","34","62","2.89","Timur Akramov","yes","On Leave"
"EMP00975","Marketing","Manager","Intern","Nukus","10/02/2019","2020-01-11","62,643.90","0.15",,"31","4","4.52","Farida Karim","NO","Resigned"
"EMP00976","Finance","L1","Part-time","Nukus","12/03/2018","2019-07-12","48,507.62","0.11","4.85","43","66","3.82","Rustam Mamatov","Yes","active"
"EMP00977","Marketing","Manager","Contract","Fergana","07/01/2023","2024-05-25","42,596.05","0.14","4.16","16","26","4.29","Nodira Usmanova","yes","On Leave"
"EMP00978","Sales","L4","Part-time","Samarkand","18/11/2017","2019-09-11","117,146.87","0.18","4.34","5","59","3.43","Timur Akramov","yes","Resigned"
"EMP00979","Human Resources","Senior Analyst","Contract","Fergana","11/08/2018","2020-11-14","97,921.97","0.14","4.89","12","33","3.34","Timur Akramov","Yes","Resigned"
"EMP00980","Human Resources","Manager","Part-time","Andijan","16/12/2021","2024-08-12","$116,083.12","0.19","4.02","38","36","2.77","Timur Akramov","NO","Resigned"
"EMP00981","Marketing","L1","Contract","Samarkand","29/02/2016","2018-01-03","133,644.57","0.09","4.66","36","35","4.16","Nodira Usmanova","NO","Active"
"EMP00982","Customer Success","L3","Intern","Andijan","29/03/2024","2027-02-13","119,776.19","0.18","2.29","24","24","3.82","Rustam Mamatov","no","active"
"EMP00983","Sales","L2","Intern","Fergana","03/10/2018","2020-06-04","140,815.70","0.12","2.14","7","31","2.26","Rustam Mamatov","NO","active"
"EMP00984","IT","Senior Analyst","Contract","Fergana","29/03/2021","2022-04-25","53,205.49","0.08","2.87","45","10","3.25","Nodira Usmanova","No","Resigned"
"EMP00985","Human Resources","L4","Full-time","Andijan","03/03/2025","2026-08-21","142,522.04","0.15","3.38","8","13","1.93","Nodira Usmanova","NO","Active"
"EMP00986","Marketing","Senior Analyst","Full-time",,"12/01/2022","2022-09-01","65,497.52","0.07","3.7","40","49","1.09","Farida Karim","Yes","Active"
"EMP00987","HR","L2","Full-time","Bukhara","09/06/2019","2022-08-03"," 68,670.93 ","0.09","2.34","13","56","2.85","Nodira Usmanova",,"Resigned"
"EMP00988","sales ","L2","Full-time","Samarkand","17/05/2019","2022-08-14","102,972.53","0.2","2.94","31","39","1.06","Timur Akramov","no","Resigned"
"EMP00989","HR","Manager","Full-time","Andijan","17/04/2025","2026-06-04","114,333.80","0.09","3.85","1","22","3.48","Sara Lee","no","active"
"EMP00990","Marketing","L4","Contract","Bukhara","30/11/2021","2024-07-01","$ 143,100.60","0.09","4.12","2","9","4.89",,"NO","On Leave"
"EMP00991","sales ","L2","Part-time","Fergana","31/03/2016","2016-10-02","140,153.46","0.08","3.76","26","37","3.22","Rustam Mamatov","Yes","Active"
"EMP00992"," hr ","L1","Contract","Tashkent","12/04/2020","2020-12-10","86,672.40","0.12","4.96","12","47","4.21","Aziz Khan","No","On Leave"
"EMP00993","Customer Success","L1","Part-time","Fergana","31/03/2018","2021-03-11","129,232.17","0.19","2.62","37","71","2.31","Timur Akramov","No","Active"
"EMP00994","IT","L4","Full-time","Bukhara","08/08/2016","2018-03-29","$59,356.75","0.2","3.68","43","77","2.65","Rustam Mamatov","yes","On Leave"
"EMP00995","Customer Success","L3","Contract","Fergana","22/03/2022","2024-10-24","46,297.48","0.01","2.47","36","61","1.35","Sara Lee","No","Active"
"EMP00996","Customer Success","L2","Full-time","Nukus","24/10/2019","2022-04-18","75,237.23","0.07","4.03","29","60","4.58","Sara Lee","yes","Active"
"EMP00997","Finance","L1","Full-time","Samarkand","11/12/2023","2026-07-30","31,941.74","0.09","4.61","22","27","2.39","Aziz Khan","yes","Resigned"
"EMP00998","Human Resources","L4","Full-time","Tashkent","27/12/2024","2026-02-02","120,019.48","0","4.19","23","9","2.59","Timur Akramov","No","On Leave"
"EMP00999","Sales","Senior Analyst","Intern","Tashkent","04/06/2022","2024-03-10",,"0.15","2.28","1","18","2.01","Farida Karim","no","Resigned"
"EMP01000","Marketing","Manager","Contract","Tashkent","01/10/2023","2025-06-25","89,606.85","0.17","3.38","37","67","4.02","Sara Lee","yes","Active"
"EMP01001","HR","Manager","Intern","Samarkand","26/10/2022","2025-04-13","52,949.73","0.2","4.73","38","73","2.8","Farida Karim","No","active"
"EMP01002","Marketing","Manager","Contract","Andijan","22/03/2025","2027-02-20","97,382.66","0.13","3.75","2","44","3.37","Farida Karim","No","Active"
"EMP01003","Sales","L2","Contract","Tashkent","19/03/2018","2020-10-22","123,095.22","0.05","3.96","45","44","2.78","Farida Karim","Yes","Resigned"
"EMP01004","sales ","Manager","Part-time","Samarkand","01/10/2016","2018-07-30","87,703.43","0.09","2.9","15","68","1.31","Farida Karim","No","Active"
"EMP01005","Marketing","L4","Full-time","Fergana","15/09/2018","2021-01-27","115,090.93","0.12","2.24","35","76","2.13","Rustam Mamatov","yes","Active"
"EMP01006","Marketing","Senior Analyst","Full-time","Tashkent","04/03/2018","2019-06-29","104,497.99","0.09","3.39","36","4","2.25","Timur Akramov","NO","active"
"EMP01007","Human Resources","Manager","Intern","Fergana","04/03/2020","2021-11-10","149,061.88","0.16","3.19","27","33","4.57","Timur Akramov","No","Resigned"
"EMP01008","sales ","L1","Contract","Bukhara","30/04/2016","2017-07-30","$97,508.65","0.16","2.79","7","15","1.89",,"Yes","On Leave"
"EMP01009","IT","L2","Contract","Samarkand","13/11/2023","2024-11-23","130,964.89","0.1","2.52","11","40","2.99","Sara Lee","No","On Leave"
"EMP01010","IT","Manager","Intern","Fergana","30/08/2017","2020-02-02","36,301.98","0.06","3.91","41","80","3.53","Nodira Usmanova","No","On Leave"
"EMP01011","Marketing","Manager","Full-time","Tashkent","12/02/2022","2023-12-13","125,324.32","0.16","2.16","16","60","4.08","Timur Akramov","yes","On Leave"
"EMP01012","Operations","Senior Analyst","Part-time","Tashkent","04/06/2016","2017-07-14","98,354.93","0.13","2.72","35","8","4.52","Sara Lee","NO","active"
"EMP01013","IT","L4","Full-time","Fergana","26/03/2024","2026-04-18","58,992.30","0.08","3.38","15","10","4.62","Aziz Khan","No","Active"
"EMP01014","Sales","Senior Analyst","Intern","Tashkent","31/01/2016","2017-07-17","77,192.33","0.01",,"0","40","4.25","Farida Karim","Yes","On Leave"
"EMP01015","Operations","L3","Full-time","Nukus","21/02/2019","2021-12-27","37,197.94","0.15","2.94","26","27","4.35","Aziz Khan","No","Resigned"
"EMP01016","HR","Manager","Intern","Bukhara","30/06/2021","2022-05-18","82,635.14","0.03","4.54","25","67","3.15","Rustam Mamatov","NO","Active"
"EMP01017","Marketing","L1","Part-time","Fergana","14/12/2017","2018-11-04","65,998.18","0.06","4.22","38","39","3.46","Aziz Khan","no","On Leave"
"EMP01018","Human Resources","L3","Part-time","Bukhara","01/10/2024","2027-11-12","109,526.76","0.07","2.93","41","69","3.7","Sara Lee","Yes","On Leave"
"EMP01019","sales ","L3","Full-time","Nukus","07/01/2022","2023-12-18","37,810.03","0.06","3.05","26","61","4.4","Nodira Usmanova","No","active"
"EMP01020","HR","L4","Intern","Andijan","19/04/2017","2018-11-12","114,595.98","0.12","2.68","33","68","4.24","Aziz Khan","yes","Active"
"EMP01021","Sales","L2","Intern","Nukus","11/09/2021","2023-11-12","42,579.72","0.17","2.27","14","33","3.5","Sara Lee","yes","On Leave"
"EMP01022","Sales","Manager","Part-time","Andijan","10/10/2020","2023-02-07","$142,557.52","0.18","3.68","34","63","4.69","Rustam Mamatov","no","On Leave"
"EMP01023"," hr ","Senior Analyst","Full-time","Fergana","26/08/2019","2021-08-08","$ 77,925.54","0.12","2.63","13","48","3.05","Farida Karim","Yes","Active"
"EMP01024","IT","L2","Full-time","Andijan","20/06/2018","2020-06-29","122,458.46","0.19","2.43","30","52","3.78","Farida Karim","No","active"
"EMP01025","IT","Senior Analyst","Intern","Samarkand","20/06/2016","2018-11-12","75,304.32","0.02","4.59","23","63","1.17","Nodira Usmanova","NO","Active"
"EMP01026","Human Resources","L3","Full-time","Tashkent","23/12/2024","2026-06-08",,"0.06","2.8","15","42","3.23",,"no","active"
"EMP01027","Marketing","L2","Intern","Tashkent","27/04/2020","2021-04-14","62,198.53","0.01","2.24","14","3","2.73","Rustam Mamatov","Yes","active"
"EMP01028","Customer Success","Manager","Part-time","Fergana","05/05/2017","2018-03-25","55,961.64","0.04","4.52","8","73","2.57","Aziz Khan","No","active"
"EMP01029","Finance","L1","Contract","Fergana","13/02/2019","2022-04-06"," 99,237.11 ","0.19","3.46","10","68","2.17","Nodira Usmanova","Yes","active"
"EMP01030","Marketing","L2","Part-time","Samarkand","02/06/2023","2024-07-26","55,939.34","0.06","4.49","0","53","4.87","Timur Akramov","NO","active"
"EMP01031","Operations","Senior Analyst","Full-time","Andijan","06/12/2020","2021-06-06","128,189.52","0.07","2.07","37","30","1.86","Nodira Usmanova","NO","Resigned"
"EMP01032","Human Resources","L3","Contract","Tashkent","01/02/2016","2019-04-25","46,002.60","0.06","2.12","1","0","3.67","Nodira Usmanova","no","active"
"EMP01033","sales ","Manager","Intern","Bukhara","05/01/2022","2023-05-30","64,777.05","0.03","2.25","15","76","4.49","Sara Lee","Yes","Resigned"
"EMP01034","Customer Success","L1","Contract","Fergana","15/07/2017","2019-08-31","92,914.08","0.01","2.73","31","29","3.84","Nodira Usmanova",,"Resigned"
"EMP01035","IT","L2","Full-time","Andijan","05/01/2020","2020-10-05","128,938.98","0.12","2.14","1","43","4.34","Aziz Khan","Yes","active"
"EMP01036","HR","Senior Analyst","Part-time","Tashkent","25/05/2023","2026-07-23","$62,839.62","0.16","3.6","31","66","2.13","Aziz Khan","no","active"
"EMP01037","sales ","Senior Analyst","Intern","Tashkent","10/03/2017","2019-08-10","88,415.67","0.11","4.49","34","20","4.94","Timur Akramov","yes","active"
"EMP01038","Marketing","Senior Analyst","Part-time","Bukhara","30/11/2023","2026-07-06","148,867.97","0.11","4.36","24","23","2.21","Sara Lee","yes","active"
"EMP01039","Operations","Senior Analyst","Intern","Bukhara","19/03/2023","2026-02-04","44,808.95","0.19","2.41","26","60","2.6","Timur Akramov","no","On Leave"
"EMP01040","Sales","Senior Analyst","Full-time","Samarkand","23/01/2020","2022-05-13","132,105.41","0.05","3.73","42","56","1.56","Nodira Usmanova","no","On Leave"
"EMP01041","Finance","Senior Analyst","Part-time","Andijan","26/02/2021","2023-09-29","100,524.23","0.16","2.12","28","41","4.23","Rustam Mamatov","No","Active"
"EMP01042","sales ","L1","Contract","Bukhara","10/02/2016","2019-04-23","36,927.39","0.05","2.38","12","39","3.45","Farida Karim","NO","Active"
"EMP01043","Finance","L1","Intern","Fergana","06/08/2022","2024-11-09","73,221.84","0.19","3.5","9","47","4.48","Nodira Usmanova","no","active"
"EMP01044","Human Resources","Senior Analyst","Contract",,"15/06/2018","2020-03-01","29,116.07","0.11","3.41","44","8","3.09",,"No","active"
"EMP01045","Marketing","Senior Analyst","Intern","Bukhara","21/04/2023","2024-08-06","28,015.58","0.07","2.64","6","16","4.98","Farida Karim","yes","On Leave"
"EMP01046","Marketing","L1","Full-time","Nukus","30/03/2023","2025-07-03","122,938.53","0.02","4.59","21","52","1.42","Rustam Mamatov","no","Resigned"
"EMP01047","Sales","L3","Part-time","Andijan","05/06/2020","2021-11-10","122,445.08","0.19","3.62","20","66","1.39","Nodira Usmanova","No","On Leave"
"EMP01048","Customer Success","L2","Part-time","Fergana","18/11/2022","2024-09-30","96,533.60","0.13","2.55","20","14","1.68","Aziz Khan","No","active"
"EMP01049","HR","L4","Intern","Samarkand","02/03/2023","2025-02-27","125,182.73","0.11","3.61","9","73","3.66","Sara Lee","No","Active"
"EMP01050","sales ","Manager","Full-time","Nukus","31/10/2024","2027-07-30","$127,166.70","0.19","3.04","20","59","3.67","Farida Karim","no","Active"
"EMP01051","HR","Manager","Part-time","Samarkand","20/03/2017","2019-10-03","99,595.00","0.1","3.93","38","42","4.7","Aziz Khan","NO","active"
"EMP01052","Customer Success","L3","Part-time","Bukhara","07/07/2023","2025-06-03","67,046.23","0.2","3.98","5","18","3.37","Timur Akramov","yes","Resigned"
"EMP01053","HR","L1","Full-time","Tashkent","19/11/2017","2020-02-20",,"0.19",,"41","52","2.23","Sara Lee","No","Active"
"EMP01054"," hr ","L4","Full-time","Bukhara","29/01/2018","2020-01-09","53,013.56","0.12","2.18","40","62","4.01","Rustam Mamatov","Yes","active"
"EMP01055","Operations","L4","Intern","Andijan","23/06/2022","2025-05-07","107,052.17","0.15","3.96","5","59","3.17","Farida Karim","Yes","Resigned"
"EMP01056","Finance","Senior Analyst","Contract","Bukhara","21/08/2016","2017-08-27","$ 108,802.88","0.08","2.64","32","69","1.15","Rustam Mamatov","no","active"
"EMP01057","sales ","L2","Intern","Nukus","16/12/2019","2020-11-15","126,303.31","0.09","4.05","14","24","4.15","Farida Karim","yes","Resigned"
"EMP01058","sales ","Manager","Contract","Tashkent","02/05/2022","2024-10-06","88,933.29","0.09","2.79","34","24","2.86","Timur Akramov","Yes","Resigned"
"EMP01059","Human Resources","Manager","Contract","Fergana","04/12/2023","2027-02-11","66,094.53","0.09","4.67","2","33","3.93","Rustam Mamatov","Yes","On Leave"
"EMP01060","HR","L1","Full-time","Nukus","22/07/2024","2027-05-22","80,836.96","0.15","3.86","33","27","3.74","Farida Karim","no","Resigned"
"EMP01061","Customer Success","L3","Part-time","Bukhara","29/01/2019","2020-03-12","82,692.85","0.04","2.81","15","76","2.01","Farida Karim","Yes","active"
"EMP01062","Operations","Manager","Part-time","Tashkent","12/12/2023","2024-09-30","67,428.32","0.03","4.94","28","25","1.89",,"NO","active"
"EMP01063","Customer Success","Manager","Full-time","Samarkand","21/04/2024","2025-05-06","147,757.88","0.02","4.04","11","36","3.52","Aziz Khan","yes","Active"
"EMP01064","HR","Senior Analyst","Full-time","Bukhara","12/06/2024","2027-07-13","$99,975.58","0.17","3.89","19","24","1.38","Timur Akramov","No","Active"
"EMP01065","Customer Success","L3","Contract","Samarkand","02/02/2017","2019-10-06","100,043.49","0.12","3.29","9","46","1.14","Farida Karim","no","active"
"EMP01066","Customer Success","Manager","Part-time","Nukus","28/10/2023","2026-09-28","47,053.73","0.09","4.24","5","42","2.33","Timur Akramov","no","active"
"EMP01067","Finance","L1","Contract","Tashkent","06/11/2016","2019-08-16","124,693.88","0.05","3.61","15","51","2.25","Aziz Khan","Yes","active"
"EMP01068","HR","L4","Part-time","Andijan","04/10/2017","2020-04-03","80,887.60","0.11","3.71","35","39","2.26","Rustam Mamatov","NO","Resigned"
"EMP01069","Sales","L1","Intern","Samarkand","08/11/2019","2022-11-30","33,835.05","0.02","2.9","33","64","3.51","Farida Karim","no","Active"
"EMP01070","Human Resources","Senior Analyst","Intern","Andijan","02/09/2016","2018-06-25","82,391.98","0.02","4.94","45","12","2","Sara Lee","NO","On Leave"
"EMP01071","IT","Senior Analyst","Contract","Samarkand","30/03/2019","2020-04-10"," 82,164.61 ","0.03","4.71","25","76","3.42","Aziz Khan","no","Resigned"
"EMP01072","Finance","Manager","Full-time","Andijan","20/06/2023","2024-11-04","28,821.24","0.08","4.59","4","41","4.26","Aziz Khan","Yes","Resigned"
"EMP01073","IT","L3","Contract","Samarkand","06/09/2020","2021-03-25","70,565.97","0.2","3.92","16","65","2.26","Farida Karim","yes","Resigned"
"EMP01074","sales ","L2","Intern","Samarkand","05/12/2017","2020-07-23","98,913.04","0.15","2.22","29","38","4.17","Farida Karim","no","active"
"EMP01075","Customer Success","L1","Intern","Samarkand","28/05/2024","2025-06-14","46,325.05","0.1","2.45","8","50","2.3","Timur Akramov","Yes","Resigned"
"EMP01076","Marketing","Senior Analyst","Contract","Samarkand","25/06/2022","2023-11-22","90,012.27","0.17","4.44","5","21","2.16","Sara Lee","Yes","Resigned"
"EMP01077","HR","L3","Contract","Tashkent","02/08/2023","2025-10-04","84,576.80","0.12","4.54","2","77","2.16","Timur Akramov","Yes","On Leave"
"EMP01078","sales ","Senior Analyst","Full-time","Samarkand","08/10/2020","2023-09-14","$100,466.87","0.14","3.92","30","54","2.3","Timur Akramov","yes","Resigned"
"EMP01079","HR","L3","Full-time","Andijan","30/11/2021","2025-02-21","83,588.19","0.03","4.04","12","43","3.92","Farida Karim","yes","Resigned"
"EMP01080","HR","L4","Part-time","Fergana","11/04/2020","2023-01-04",,"0.02","2.25","34","42","4.59",,"no","Resigned"
"EMP01081","Sales","L3","Intern","Andijan","20/08/2018","2021-06-09","123,217.00","0.04","3.96","25","52","3.95","Rustam Mamatov",,"active"
"EMP01082","Operations","L2","Intern","Bukhara","28/11/2019","2022-02-19","136,850.39","0.02","2.61","18","76","4.58","Timur Akramov","no","Resigned"
"EMP01083","Customer Success","Senior Analyst","Contract","Andijan","08/02/2017","2017-09-12","96,948.24","0.12","3.16","44","50","3.51","Sara Lee","NO","Resigned"
"EMP01084","Operations","L2","Intern","Tashkent","18/01/2022","2024-09-22","49,202.83","0.02","3.12","42","65","3.92","Farida Karim","NO","active"
"EMP01085"," hr ","L3","Contract","Samarkand","21/09/2016","2018-07-03","109,043.34","0","4.76","32","38","1.08","Farida Karim","NO","On Leave"
"EMP01086","HR","Manager","Full-time","Fergana","28/03/2018","2019-06-23","79,117.16","0.14","2.56","42","9","4.65","Sara Lee","yes","Active"
"EMP01087","Customer Success","Senior Analyst","Full-time","Andijan","27/01/2025","2026-08-11","142,959.78","0.08","2.72","15","38","4.05","Sara Lee","yes","Resigned"
"EMP01088","Marketing","Manager","Contract","Samarkand","08/04/2024","2026-02-26","75,209.43","0.07","4.73","15","28","4.06","Timur Akramov","yes","active"
"EMP01089","Operations","Manager","Full-time","Tashkent","17/07/2022","2025-10-08","$ 33,230.55","0.12","4.54","18","22","4.54","Sara Lee","yes","active"
"EMP01090","HR","L1","Contract","Nukus","27/08/2019","2021-06-11","116,016.56","0.08","2.9","29","53","1.17","Aziz Khan","no","On Leave"
"EMP01091","Customer Success","L4","Part-time","Fergana","16/09/2019","2021-07-21","87,218.54","0.1","2.74","34","65","4.56","Farida Karim","No","active"
"EMP01092","IT","Senior Analyst","Intern","Tashkent","27/02/2022","2023-01-06","$80,911.43","0.03",,"32","14","3.35","Nodira Usmanova","Yes","Active"
"EMP01093","HR","L1","Intern","Bukhara","04/07/2016","2017-02-15","33,255.57","0.05","2.77","35","54","4.79","Timur Akramov","no","Active"
"EMP01094","Customer Success","Senior Analyst","Contract","Nukus","27/09/2022","2025-12-26","149,953.15","0.08","3.88","29","28","2.36","Farida Karim","No","active"
"EMP01095","sales ","Manager","Intern","Andijan","20/06/2024","2027-09-08","78,292.04","0.04","3.14","27","21","4.47","Sara Lee","yes","active"
"EMP01096","IT","Senior Analyst","Full-time","Nukus","15/10/2024","2026-11-14","97,794.38","0.17","2.4","24","36","3.6","Timur Akramov","NO","On Leave"
"EMP01097","Marketing","Senior Analyst","Contract","Nukus","21/03/2020","2022-11-16","35,355.96","0.06","4.61","21","71","4.05","Farida Karim","No","On Leave"
"EMP01098","Human Resources","Manager","Intern","Fergana","14/03/2022","2023-11-23","92,624.47","0.2","2.65","12","26","1.52",,"NO","active"
"EMP01099","Operations","L1","Part-time","Fergana","25/01/2017","2018-10-05","94,594.30","0.08","2","26","33","2.11","Nodira Usmanova","Yes","Active"
"EMP01100","Human Resources","Senior Analyst","Full-time","Tashkent","20/12/2019","2023-03-04","95,636.32","0.01","4.95","40","55","4.14","Rustam Mamatov","no","On Leave"
"EMP01101","IT","L3","Part-time","Samarkand","04/04/2021","2022-06-19","105,549.94","0.18","2.41","10","69","1.19","Farida Karim","NO","active"
"EMP01102","Sales","Senior Analyst","Part-time",,"17/09/2020","2021-05-21","127,463.67","0.17","4.38","11","80","2.48","Farida Karim","yes","active"
"EMP01103","Finance","L1","Full-time","Nukus","17/07/2022","2025-09-21","133,837.15","0.02","4.49","30","16","1.31","Timur Akramov","Yes","Active"
"EMP01104","Operations","L3","Contract","Andijan","07/01/2025","2027-03-02","61,565.44","0.15","4","8","80","2.6","Rustam Mamatov","No","active"
"EMP01105","Operations","L4","Intern","Samarkand","16/09/2016","2019-01-11","32,761.54","0.01","4.33","6","69","4.9","Rustam Mamatov","no","On Leave"
"EMP01106","Marketing","L2","Part-time","Tashkent","15/07/2018","2019-06-22","$108,150.88","0.17","3.47","38","59","1.9","Sara Lee","No","Active"
"EMP01107","Finance","L4","Contract","Tashkent","01/01/2023","2025-09-22",,"0.15","4.04","4","63","3.09","Timur Akramov","no","On Leave"
"EMP01108","Sales","Senior Analyst","Intern","Fergana","07/01/2022","2025-04-04","64,310.64","0.01","2.3","43","79","4.15","Farida Karim","yes","Resigned"
"EMP01109","Operations","L3","Full-time","Samarkand","01/04/2022","2025-06-23","125,836.27","0.1","4.56","3","18","2.65","Rustam Mamatov","NO","active"
"EMP01110","Customer Success","L2","Contract","Andijan","01/03/2024","2026-04-28","65,024.52","0.03","3.04","8","0","3.98","Farida Karim","no","On Leave"
"EMP01111","Customer Success","L3","Intern","Fergana","16/02/2023","2024-12-25","140,753.93","0.15","2.54","20","31","2.91","Timur Akramov","yes","On Leave"
"EMP01112","IT","L1","Part-time","Bukhara","18/11/2019","2022-07-05","73,509.10","0.11","3.87","1","60","4.23","Timur Akramov","no","active"
"EMP01113","HR","L2","Contract","Bukhara","15/12/2018","2021-03-23"," 147,451.22 ","0.02","2.73","30","12","4.42","Aziz Khan","no","Resigned"
"EMP01114","IT","Manager","Full-time","Bukhara","18/07/2018","2020-05-20","56,298.47","0","3.36","10","22","4.7","Sara Lee","yes","On Leave"
"EMP01115","Marketing","L1","Intern","Bukhara","12/01/2016","2017-04-08","49,242.35","0.04","3.86","43","75","3.72","Aziz Khan","yes","Resigned"
"EMP01116"," hr ","Manager","Part-time","Nukus","04/12/2020","2022-06-06","29,870.30","0.16","4.38","5","76","3.54",,"Yes","Active"
"EMP01117","Finance","Manager","Intern","Fergana","21/08/2023","2024-08-25","56,057.18","0.06","3.28","2","62","2.14","Farida Karim","NO","Resigned"
"EMP01118","Finance","Manager","Intern","Andijan","02/04/2021","2022-06-04","35,061.55","0.1","2.28","19","34","2.9","Timur Akramov","NO","Active"
"EMP01119","IT","L1","Contract","Bukhara","13/02/2017","2020-04-30","48,943.63","0.12","2.83","1","68","1.19","Farida Karim","NO","Resigned"
"EMP01120","Customer Success","L4","Contract","Nukus","02/02/2025","2028-04-09","$36,764.12","0.2","3","5","73","3.79","Aziz Khan","Yes","Active"
"EMP01121","HR","Senior Analyst","Intern","Tashkent","07/11/2019","2021-03-08","105,576.87","0.01","3.8","4","9","3.67","Nodira Usmanova","no","Resigned"
"EMP01122","Sales","L3","Part-time","Bukhara","10/02/2024","2025-07-01","$ 116,963.22","0.09","2.34","21","44","4.94","Rustam Mamatov","no","Active"
"EMP01123","Sales","L4","Contract","Bukhara","28/05/2016","2017-10-07","83,577.70","0.07","4.47","8","69","4.72","Timur Akramov","yes","active"
"EMP01124","Finance","L2","Contract","Andijan","24/04/2016","2019-01-08","86,457.26","0.01","4","35","0","4.48","Farida Karim","NO","active"
"EMP01125","Human Resources","L1","Intern","Samarkand","07/08/2023","2024-11-09","97,993.53","0.15","4.68","13","37","4.94","Rustam Mamatov","yes","On Leave"
